ID_PRODUTO;CODIGO;PRODUTO;CUSTO;VENDA;STATUS
1992;7898403910100;CHANTILLY HULALA CHOC 200ML;2,99;4,39;Ativo
1993;7898403910087;CHANTILLY HULALA ORI 200ML;2,99;4,39;Ativo
3994;7898409951763;CHANTILLY SPRAY FLEISCHMANN 250G;13,99;21,99;Ativo
2841;7896046700584;CHARMING EXTRA FORTE S PERFUME 400ML;19,62;26,99;Ativo
6844;7798040463789;CHAVEIRO MINI CATZ 10G;12,16;16,99;Ativo
6532;7798040469781;CHAVEIRO MINI PETZ;12,16;16,99;Ativo
6975;7896353301177;CHEDDAR CATUPIRY POUCH 250G;14,75;20,99;Ativo
9374;7896114101312;CHEDDAR CREMOSO IPANEMA 400G;17,04;24,99;Ativo
6669;7896114101442;CHEDDAR IPANEMA 180G;5,73;5,99;Ativo
8700;7891097104800;CHEDDAR POÇOS DE CALDA 200G;8,49;11,99;Ativo
7529;7896825400827;CHEDDAR ROSELE 200G;5,00;6,99;Ativo
10503;7892840824105;CHEETOS ASSADO ELMA CHIPS 40G CHEETOS ELMA CHIPS 48G CRUNC;2,49;3,99;Ativo
12226;7892840824969;CHEETOS BOLA 34G;2,63;3,99;Ativo
6891;7892840821203;CHEETOS BOLAS QUEIJO SUIÇO 37G;2,68;3,49;Ativo
10922;7892840824228;CHEETOS CRUNCHY PIMEN 47G;2,47;3,99;Ativo
7972;7892840821951;CHEETOS CRUNCHY WHITE 48G;0,01;0,99;Ativo
12222;7892840824990;CHEETOS LUA 34G;2,63;3,99;Ativo
9371;7892840824051;CHEETOS LUA 40G;2,63;3,99;Ativo
12365;7892840824921;CHEETOS LUA 80G;6,20;9,99;Ativo
7334;7892840822514;CHEETOS LUA 95G;6,59;9,99;Ativo
4485;7892840819644;CHEETOS MIX 41G;2,30;2,99;Ativo
9372;7892840824068;CHEETOS MIX 41G;2,24;3,99;Ativo
12364;7892840824938;CHEETOS MIX 70G;7,75;9,99;Ativo
12223;7892840824983;CHEETOS MIX DE QUEIJOS 34G;2,63;3,99;Ativo
12389;7892840822323;CHEETOS ONDA 160G;8,17;14,99;Ativo
12224;7892840824754;CHEETOS ONDA REQUEIJAO 39G;2,63;3,99;Ativo
9373;7892840824044;CHEETOS ONDA REQUEIJAO 45G;2,63;3,99;Ativo
6890;7892840819972;CHEETOS PATAS CHEDDAR 41G;2,67;3,49;Ativo
7234;7892840823467;CHEETOS REQUEIJAO 105G;6,59;9,99;Ativo
3207;7898936312150;CHEIRO VERDE  CADA;1,49;2,99;Ativo
10768;9998;CHESTER PERDIGAO TRADICIONAL KG;16,94;24,98;Ativo
7703;7893789314641;CHESTERFIELD TERRAS AZUL;8,08;8,75;Ativo
7579;7891151031165;CHIC FREEGELLS HORTELA 8G;1,15;1,99;Ativo
7580;7891151031141;CHIC FREEGELLS MENTA 8G;1,15;1,99;Ativo
2081;7895800400159;CHIC.TRIDENT MENTA HORT 8G;1,64;2,49;Ativo
10195;7894904684359;CHICKEN CRISPY SEARA 300G;7,57;10,99;Ativo
9278;7897200607664;CHICKEN EMPANADO 1KG;14,24;21,99;Ativo
9279;7897200607640;CHICKEN EMPANADO 300G;5,85;8,99;Ativo
8653;7894904684397;CHICKEN SUPREME SEARA FRANGO 300G;7,57;10,99;Ativo
9636;7891151042482;CHICLE CROC AZEDINHO MORANGO 4.3G;0,20;0,40;Ativo
4616;7908228802013;CHICLE FINI 14G;0,93;1,99;Ativo
4615;7908228801993;CHICLE FINI 14G;0,93;1,99;Ativo
5615;7908228802037;CHICLE FINI AZEDINHAS S.FRUTAS 14G;0,93;1,99;Ativo
12127;7891118025152;CHICLE FLICS HORTELA 17g;0,63;1,49;Ativo
7893;7891151031202;CHICLE FREEGELLS EX.FORTE 8G;1,15;1,99;Ativo
12478;7891151031189;CHICLE FREEGELLS GUM MORANGO 8G;1,15;1,99;Ativo
12477;7891151036689;CHICLE FREEGELLS GUM ORIG MINT 8G;1,15;1,99;Ativo
12479;7891151042253;CHICLE FREEGELLS PRO DIET MENTA 8G;1,15;1,99;Ativo
5835;7896262304450;CHICLE MENTOS PURE FRESH 37.5G;1,70;3,49;Ativo
5834;78922327;CHICLE MENTOS PURE FRESH 56G;9,94;13,99;Ativo
4888;7895144859941;CHICLE MENTOS PURE FRESH 8.5G;1,35;2,19;Ativo
5833;7895144852935;CHICLE MENTOS PURE FRESH 8.5G;1,35;2,19;Ativo
6251;7895144853734;CHICLE MENTOS PURE FRESH 8.5G;1,49;2,19;Ativo
5013;7895144859934;CHICLE MENTOS PURE FRUIT 8.5G;1,35;2,19;Ativo
6016;7891118025794;CHICLES BIG BIG FRUTAS 22.5G;0,64;1,00;Ativo
6421;7896218002973;CHICLES JUMANJI 30G;1,49;2,25;Ativo
12278;78927988;CHICLET POOSH TUTIFRUTI C/ RECHEIO CX;0,15;0,25;Ativo
10360;7895800151389;CHICLETE BUBALOO TUTTI FRUTTI 5G;0,21;0,40;Ativo
10359;7895800151426;CHICLETE BUBBALO MORANGO 5G;0,16;0,40;Ativo
10744;7895800151570;CHICLETE BUBBALOO UVA;0,21;0,40;Ativo
12279;7891118025848;CHICLETE FLICS MORANGO 17G;0,63;1,49;Ativo
10629;7895144299747;CHICLETE MENTOS PURE FRUIT;0,28;0,40;Ativo
496;7891118011056;CHICLETE PLUTONITA 5G;0,16;0,40;Ativo
7900;7891118013784;CHICLETE POOSH FRAMBOESA 5G;0,13;0,30;Ativo
7261;7891118013586;CHICLETE POOSH FRUIT 5G;0,13;0,30;Ativo
7259;7891118013593;CHICLETE POOSH MENTA 5G;0,10;0,30;Ativo
7260;7891118013609;CHICLETE POOSH MORANGO 5G;0,13;0,30;Ativo
7901;7891118013616;CHICLETE POOSH UVA 5G;0,13;0,30;Ativo
2569;7891118025671;CHICLETES TORTUGUITA HUEV. 25G;1,41;2,49;Ativo
7701;78932609;CHICLETS HORTELA 2.8G;0,23;0,40;Ativo
630;7897457623820;CHIMICHURRI BAMBU 20G;0,90;1,79;Ativo
4924;7896067001127;CHIMICHURRI CORDEIRO 15G;2,98;4,49;Ativo
2496;7893249874913;CHIN HAVAIANAS 31/32 HELLO KIT;0,00;27,99;Ativo
3789;7893249923079;CHIN HAVAIANAS BEN 10 25/26;18,99;26,99;Ativo
8393;7894537020739;CHIP CLARO;0,00;20,00;Ativo
3916;7894537020746;CHIP CLARO COMBO;13,00;30,00;Ativo
8394;7899403635857;CHIP TIM;0,00;20,00;Ativo
3917;7899403636076;CHIP TIM COMBO;13,00;20,00;Ativo
8395;7898575225828;CHIP VIVO PRE;0,00;20,00;Ativo
8392;7898593048935;CHIP VIVO PRE C/ RECARGA;0,00;30,00;Ativo
11069;7898996147327;CHIPA DE QUEIJO TANAN 1KG;18,00;26,99;Ativo
10;8;CHIPA KG;19,00;39,99;Ativo
12489;7891000410707;CHOC ALPINO NESTLE 80G;9,09;12,99;Ativo
9056;7896019607636;CHOC AMANDITA X/CACAU 200G;13,61;19,99;Ativo
6693;7898142864665;CHOC AMARGO ARCOR 20.5G;1,19;1,75;Ativo
6694;7898142865877;CHOC AMARGO SPECIAL ARCOR 60G;3,72;5,25;Ativo
10709;7622210534767;CHOC AMARO LACTA 145G;11,39;16,99;Ativo
10974;7891079014257;CHOC AO LEITE CROC CHOCO NISSIN 44G;6,71;9,99;Ativo
4663;7891008168884;CHOC AO LEITE GAROTO 90G;3,79;5,99;Ativo
6467;7622210573384;CHOC AO LEITE LACTA 34G;2,29;3,29;Ativo
9504;7898142863910;CHOC BARRA ARCOR BRIGADEIRO 80G;5,83;8,49;Ativo
9505;7898142863972;CHOC BARRA ARCOR ROCKLETS 80G;5,83;8,49;Ativo
10773;7622210534866;CHOC BARRA LACTA  SHOT 145G;10,90;16,99;Ativo
10561;7891008367027;CHOC BATON AO LEITE 16G;1,40;2,49;Ativo
10563;7891008331028;CHOC BATON BRANCO 16G;1,23;2,19;Ativo
8239;7891330018772;CHOC BIBS STICKS AVELA 32G;1,79;2,69;Ativo
8015;7891330020188;CHOC BIBS STICKS CITRUS 32G;2,39;3,49;Ativo
6580;7891962060361;CHOC BISCUT BAUDUCCOO 36G;2,47;3,49;Ativo
6466;7622210573353;CHOC BRANCO LACTA 34G;2,29;3,29;Ativo
6695;7898142865891;CHOC CASTANHA SPECIAL ARCOR 60G;5,60;7,99;Ativo
10365;7891000438503;CHOC CLASSIC AO LEITE  NESTLE 80G;6,99;8,99;Ativo
6692;7898142865563;CHOC COOKIES E CREAM ARCOR 20.5G;1,19;1,75;Ativo
9838;7899970400681;CHOC COOKIES HERSHEYS 102G;3,76;5,99;Ativo
6583;7891000369395;CHOC CRUNCH NESTLE 80G;6,99;9,99;Ativo
6468;7622210573322;CHOC DIAMANTE NEGRO LACTA 34G;2,29;3,29;Ativo
5858;7622210674074;CHOC DIAMANTE NEGRO LACTA 80G;6,85;10,99;Ativo
5223;7896058593372;CHOC DISQUETI DORI 40G;1,92;2,99;Ativo
10411;7896058599435;CHOC DORI DISQUETI 120G;6,45;9,49;Ativo
5622;7896327510246;CHOC EM PÓ APTI 200G;8,30;12,99;Ativo
8323;7898331013256;CHOC EM PO GRAN FINALE 200G;10,76;14,99;Ativo
7846;7896045110612;CHOC EM PO QUENTE TRES CORACOES 180G;12,56;13,99;Ativo
9342;7898024397861;CHOC FERRERO ROCHER 50G;11,49;15,99;Ativo
8484;7622210411501;CHOC FIVE STAR 40G;2,62;3,79;Ativo
9921;7891008125214;CHOC GAROTO BRANCO 80G;5,46;7,99;Ativo
5947;7891008124170;CHOC GAROTO CAJU 80G;3,99;5,99;Ativo
5945;7891008124071;CHOC GAROTO CROCANTE 80G;5,45;7,99;Ativo
5946;7891008124477;CHOC GAROTO NEGRESCO 80G;5,46;7,99;Ativo
5222;7896058599923;CHOC GRANULADO COLORIDO DORI 120G;3,60;5,19;Ativo
5221;7896058599473;CHOC GRANULADO DORI 120G;3,18;4,79;Ativo
10307;7896067003435;CHOC GRANULADO MANOPOL 130G;3,79;5,49;Ativo
5671;7899970400155;CHOC HERSHEY´S AMENDOIM 85G;3,79;5,49;Ativo
7966;7899970402838;CHOC HERSHEYS 40 CACAU 82G;4,17;5,99;Ativo
9341;7899970402883;CHOC HERSHEYS AMENDOIM 75G;4,29;6,99;Ativo
9839;7899970400674;CHOC HERSHEYS AO LEITE 102G;3,99;5,99;Ativo
7967;7899970402814;CHOC HERSHEYS AO LEITE 82G;4,36;6,99;Ativo
10631;7899970404122;CHOC HERSHEYS CHEESEC GOIABADA 102G;3,76;5,99;Ativo
10425;7899970402418;CHOC HERSHEYS COFFE ESPRESSO 85G;6,00;8,99;Ativo
7906;7899970402852;CHOC HERSHEYS COOKIES 77G;5,86;8,49;Ativo
7968;7899970402821;CHOC HERSHEYS EXTRA CREMOSO 82G;1,26;1,99;Ativo
7907;7899970402876;CHOC HERSHEYS OVOMALTIDE 77G;5,86;8,49;Ativo
8092;7899970402869;CHOC HERSHEYYS COOKIES/CHOC 77G;3,79;5,49;Ativo
9098;80052760;CHOC KINDER BUENO 21.5G;6,63;9,49;Ativo
10039;80761761;CHOC KINDER BUENO WHITE 39G;6,60;9,49;Ativo
12129;7898024394938;CHOC KINDER OVO JOY C/2UN 40GR;15,98;22,99;Ativo
10554;7891000436837;CHOC KIT KAT NESTLE  AO LEITE 41,5g;3,01;4,99;Ativo
6473;7622210674449;CHOC LACTA AMARO 40% 80G;7,49;10,99;Ativo
5931;7622210570567;CHOC LACTA AMENDOAS E CARAMELO 85G;5,47;6,49;Ativo
5930;7622210570598;CHOC LACTA AMENDOAS E FRAMBOESA 85G;5,47;6,49;Ativo
10446;7622210534835;CHOC LACTA AO LEITE 145G;10,90;16,99;Ativo
6878;7622210674029;CHOC LACTA AO LEITE 80G;6,85;10,99;Ativo
8022;7622210528810;CHOC LACTA AO LEITE LEVE 3 240G;14,06;19,99;Ativo
10774;7622210534804;CHOC LACTA DIAMANTE NEGRO 145G;10,90;16,99;Ativo
10572;7622210534705;CHOC LACTA DIAMANTE NEGRO LAKA 145G;11,39;16,99;Ativo
10240;7622210534880;CHOC LACTA LAKA 145G;10,90;16,99;Ativo
6065;7622210674333;CHOC LACTA LAKA BRANCO 80G;7,75;10,99;Ativo
10239;7622210534736;CHOC LACTA LAKA OREO 145G;10,58;15,49;Ativo
6716;7622210709943;CHOC LACTA LAKA TAM FAMILIA 165G;7,99;11,49;Ativo
4869;7622210567550;CHOC LACTA OREO  90G;7,62;10,99;Ativo
6582;7622210709523;CHOC LACTA SHOT TAM FAMILIA 165G;7,99;11,49;Ativo
9009;3046920028004;CHOC LINDT DARK 70% 100G;21,00;29,99;Ativo
11067;7896423438772;CHOC M M 132G AO LEITE;11,33;15,99;Ativo
9489;7896423438598;CHOC M&M´S COOKIES 35G;3,32;4,99;Ativo
10735;7899970402180;CHOC MESCLADO S/ CAPUCCINO 85G;6,00;9,99;Ativo
10500;7622202273452;CHOC MILKA ALPINE MILK 90G;14,90;16,99;Ativo
10501;7622210369444;CHOC MILKA BUBBLY 90G;13,90;16,99;Ativo
10499;7622201050757;CHOC MILKA CARAMEL 100G;9,97;16,99;Ativo
10502;7622210269249;CHOC MILKA CHIPS AHOY 100G;9,97;16,99;Ativo
10336;7622210824721;CHOC MILKA SANDWICH OREO 92G;13,08;16,99;Ativo
5509;7891000336373;CHOC NESTLE ALPINO AO LEITE 85G;8,09;10,99;Ativo
5508;7891000336281;CHOC NESTLE ALPINO BLACK 85G;3,89;6,99;Ativo
5702;7891000336311;CHOC NESTLE ALPINO WHITE TOP 85G;4,89;6,99;Ativo
5510;7891000369098;CHOC NESTLE CLASSIC AO LEITE 80G;6,99;9,99;Ativo
5703;7891000368992;CHOC NESTLE CLASSIC DUO 80G;5,49;7,79;Ativo
8336;7891000368572;CHOC NESTLE CLASSIC MEIO AMARGO 80G;5,99;8,99;Ativo
5507;7891000368626;CHOC NESTLE GALAK 80G;7,49;10,99;Ativo
5704;7891000368947;CHOC NESTLE PRESTIGIO 80G;6,52;9,99;Ativo
8864;7891000329856;CHOC NESTLE SUFLAIR 80G;5,99;8,99;Ativo
8524;7891330019380;CHOC NEUGEBAUER BRANCO/COOKIES 80G;3,29;4,99;Ativo
8377;7891330019366;CHOC NEUGEBAUER FLOCOS 80G;3,45;4,99;Ativo
8251;7891330019335;CHOC NEUGEBAUER PRETO/BRANCO 80G;3,49;4,99;Ativo
10973;7891079014264;CHOC NISSIN CROC CHOCO 44G BRANCO;6,71;9,99;Ativo
7241;7622210528209;CHOC OURO BRANCO LACTA 98G;7,41;10,49;Ativo
9343;8000500023976;CHOC RAFFAELLO 150G;27,35;37,99;Ativo
9344;8000500232057;CHOC RAFFAELLO 90G;17,04;23,99;Ativo
10241;7622202288913;CHOC RECH/CARAMELO AO LEITE 104G;6,50;9,49;Ativo
10242;7622202288937;CHOC RECH/CARAMELO BRANCO 104G;6,50;9,49;Ativo
4720;7896423451535;CHOC SNICKERS S.CARAMELO/BACON 42G;2,09;2,99;Ativo
4721;7896423465655;CHOC SNICKERS S.COCO 42G;2,09;2,99;Ativo
4719;7896423456431;CHOC SNICKERS S.MARACUJA 42G;3,01;4,49;Ativo
7224;7898236721072;CHOC SOLUVEL TRAD MONOPOL 200G;8,28;11,99;Ativo
7629;7622210528186;CHOC SONHO DE VALSA LACTA BARRA 98G;6,15;8,99;Ativo
10299;7891330016532;CHOC STIKADINHO MORANGO 12,3G;0,69;1,19;Ativo
5733;78929340;CHOC STIKADINHO MORANGO 12.3G;0,69;0,99;Ativo
8238;7891330014934;CHOC TABLET NAPOLITANO 70G;4,49;6,99;Ativo
4408;7891008121728;CHOC TALENTO AVELÃS GAROTO 85G;7,15;9,99;Ativo
4967;7891008121773;CHOC TALENTO CAST DO PARÁ 85G;7,15;9,99;Ativo
8476;7896306612831;CHOC TRENTO AVELA 32G;1,78;2,79;Ativo
8720;7896306624025;CHOC TRENTO AVELA BRANCO 32G;1,66;2,99;Ativo
8721;7896306625299;CHOC TRENTO DUO 32G;1,67;2,99;Ativo
7707;7896306618420;CHOC TRENTO MASSIMO 30G;1,76;2,49;Ativo
9033;7896306626098;CHOC TRENTO MASSIMO CHOCOLATE 25G;2,29;3,29;Ativo
10275;7896306625541;CHOC TRENTO MASSIMO COCO 25G;1,79;2,99;Ativo
9034;7896306625084;CHOC TRENTO MASSIMO DARK 25G;1,62;2,49;Ativo
8722;7896306624377;CHOC TRENTO MOCACCINO 32G;1,66;2,99;Ativo
8723;7896306625336;CHOC TRENTO MORANGO 32G;1,66;2,99;Ativo
9029;7896306625190;CHOC TRENTO S/AVELAS 29G;1,67;2,99;Ativo
9032;7896306625275;CHOC TRENTO S/DARK 29G;1,67;2,99;Ativo
9031;7896306625312;CHOC TRENTO S/MILK 29G;1,67;2,99;Ativo
9030;7896306625398;CHOC TRENTO S/TORTA MACA 29G;1,67;2,99;Ativo
6445;7896423451566;CHOC TWIX CAPPUCCNO 40G;1,74;2,75;Ativo
674;7899970400018;CHOC. B. HERSHE. AO LEITE 92G;3,79;5,49;Ativo
675;7899970400117;CHOC. B. HERSHE. OVOMALTI. 87G;3,49;4,99;Ativo
672;7622300991456;CHOC. BARRA LACTA AO LEITE 90G;4,49;6,99;Ativo
671;7622300991418;CHOC. BARRA LACTA BRANCO 90G;4,49;6,99;Ativo
673;7622300991500;CHOC. BARRA LACTA D. NEGRO 90G;4,49;6,99;Ativo
4023;7891330018222;CHOC. BIB´S STICKS DARK 32G;1,79;2,69;Ativo
4100;7891000276990;CHOC. CLASSIC DIPLOMATA NESTLE 90G;4,86;7,49;Ativo
4099;7891000276839;CHOC. CLASSIC DUO NESTLE 90G;4,86;7,49;Ativo
3382;7891048000427;CHOC. EM PÓ DR OETKER 100% 150G;12,36;16,99;Ativo
3365;7891048000106;CHOC. EM PÓ DR OETKER 70% 200G;12,36;16,99;Ativo
1939;7891008040029;CHOC. EM PÓ GAROTO 200G;10,90;11,49;Ativo
1938;7891000451304;CHOC. EM PÓ NESTLÉ 200G;19,90;29,99;Ativo
898;7897457620089;CHOC. EM PÓ SOLÚVEL BAMBU 200G;2,35;3,49;Ativo
838;7898027658457;CHOC. GRAN. CANP 130G;2,85;4,49;Ativo
837;7891048014035;CHOC. GRAN. DR. OETKER 130G;1,79;2,49;Ativo
2061;78602731;CHOC. KINDER JOY 20G;7,05;10,99;Ativo
3329;7622300862374;CHOC. LACTA AO LEITE 20G;1,76;2,99;Ativo
3328;7622300862299;CHOC. LACTA DIAMANTE NEGRO 20G;2,07;2,99;Ativo
3330;7622210641939;CHOC. LACTA OREO 20G;1,17;1,79;Ativo
4098;7891000276471;CHOC. NESTLE ALPINO 90G;4,86;7,49;Ativo
5859;7896423459012;CHOC. SNICKERS LIMAO 42G;2,04;2,99;Ativo
2460;78907485;CHOC. TALENTO 25G;1,33;1,99;Ativo
2187;78907492;CHOC. TALENTO AMEN/PASSAS 25G;1,33;1,99;Ativo
4464;7891008121827;CHOC. TALENTO AMÊNDOAS E PASSAS 85G;4,99;6,49;Ativo
2186;78907461;CHOC. TALENTO AVELÃS 25G;1,33;1,99;Ativo
2475;78907478;CHOC. TALENTO CASTANHAS 25G;0,00;1,99;Ativo
3318;78907355;CHOC. TALENTO MEIO AMARGO 25G;0,98;1,99;Ativo
668;7896306616389;CHOC. TRENTO BRANCO DARK 32G;1,66;2,99;Ativo
670;7896306612817;CHOC. TRENTO CHOCOLATE 32G;1,78;2,79;Ativo
666;7896306617492;CHOC. TRENTO DARK 32G;1,53;2,99;Ativo
667;7896306619434;CHOC. TRENTO M. MARACUJÁ 32G;1,78;2,79;Ativo
669;7896306618291;CHOC. TRENTO T. DE LIMÃO 32G;1,78;2,79;Ativo
3608;78912366;CHOC.BATON BRANCO 16G;1,20;2,19;Ativo
3755;7622210833389;CHOC.BIS BLACK C/16;4,85;6,99;Ativo
6015;7898142859166;CHOC.BON O BON 165G;5,99;8,99;Ativo
2076;7891000003299;CHOC.CHOKITO 32G;2,50;3,79;Ativo
3750;7891008168877;CHOC.GAROTO CAJU 90G;3,59;5,99;Ativo
4194;7891008169232;CHOC.GAROTO CAJU PASSAS 90G;3,99;5,99;Ativo
4195;7891008166330;CHOC.GAROTO NEGRESCO 90G;3,99;5,99;Ativo
2107;7891000248775;CHOC.KITKAT41.5G;2,90;4,99;Ativo
2487;7898142863873;CHOC.MEIO AMARGO ARCOR 80G;2,79;3,99;Ativo
2634;3045140105502;CHOC.MILKA ALPINE MILK 100G;9,50;12,99;Ativo
2633;7622300185015;CHOC.MILKA DAIM 100G;5,50;7,99;Ativo
10155;7622210262202;CHOC.MILKA OREO 100G;11,94;16,99;Ativo
5413;7891000367117;CHOC.MOÇA BRIGADEIRO 80G;3,80;6,99;Ativo
4196;7891000276792;CHOC.NELTLE PRESTIGIO 90G;4,09;7,49;Ativo
3751;7891000276914;CHOC.NESTLE CLASSIC 90G;4,75;6,49;Ativo
3752;7891000277072;CHOC.NESTLE CRUNCH 90G;4,75;7,49;Ativo
3753;7891000276518;CHOC.NESTLE GALAK 90G;4,78;7,49;Ativo
3754;7891000251133;CHOC.PRESTIGIO BRANCO 33G;2,31;3,49;Ativo
1025;7896647077412;CHOCALHO E MORDEDOR L. TUNES;0,00;9,99;Ativo
1027;7896647077382;CHOCALHO E MORDEDOR L. TUNES;0,00;9,99;Ativo
1026;7896647077429;CHOCALHO E MORDEDOR L. TUNES;0,00;9,99;Ativo
1028;7896647077405;CHOCALHO E MORDEDOR L. TUNES;0,00;9,99;Ativo
9820;7896699015936;CHOCALHO LOLLY AZUL;13,50;19,99;Ativo
9963;7896699015950;CHOCALHO LOLLY ROSA;13,50;19,99;Ativo
10562;7891000438046;CHOCO BISCUIT GAROTO 78G;3,92;5,79;Ativo
5180;7891048014004;CHOCO GRANULADO DR.OETKER 130G;4,15;5,99;Ativo
5130;7891000329665;CHOCO SUFLAIR DUO 80G;5,54;7,99;Ativo
6988;602883464483;CHOCO WHEYFER 25G;5,08;6,99;Ativo
8149;7898953335866;CHOCOCMANIA S/COCO 23G;1,63;2,49;Ativo
3437;7891000313015;CHOCOLATE ALPINO 25G;1,29;1,99;Ativo
3436;7891000464908;CHOCOLATE CHARGE 40G;2,61;3,99;Ativo
10714;7891000395608;CHOCOLATE CROCANTE GAROTÃO 150G;9,90;15,99;Ativo
9640;7896005212592;CHOCOLATE EM PO D BENTA 200G;10,95;17,49;Ativo
6052;7891048000090;CHOCOLATE EM PO SOLUVEL DR. OETKER 200G;12,12;17,99;Ativo
5058;7891008168839;CHOCOLATE GAROTO CROCANTE 90G;3,59;5,99;Ativo
4498;7891008169218;CHOCOLATE GAROTO MEIO AMARGO 90G;4,00;5,99;Ativo
4781;7896058501568;CHOCOLATE GRANULADO DORI 70G;2,06;2,99;Ativo
3629;7622300862466;CHOCOLATE LACTA BRANCO 20G;1,76;2,99;Ativo
1688;7622300786601;CHOCOLATE LACTA BUBBLY 110G;3,90;5,29;Ativo
3142;7622210936707;CHOCOLATE LACTA LAKA OREO 90G;4,35;6,99;Ativo
5789;7622210674371;CHOCOLATE LACTA OREO 80G;7,75;10,99;Ativo
3559;7622300862329;CHOCOLATE LACTA SHOT 20G;1,00;1,79;Ativo
1676;7622300991371;CHOCOLATE LACTA SHOT 90G;4,35;6,99;Ativo
1687;7622210961679;CHOCOLATE LAKA DIAM.90G;4,35;6,99;Ativo
5790;7622210674272;CHOCOLATE LAKA DIAMANTE NEGRO 80G;7,62;10,99;Ativo
6875;7622210528797;CHOCOLATE LAKA/DIAMANTE FAMÍLIA 165G;7,99;11,49;Ativo
6876;7622210564986;CHOCOLATE LAKA/OREO FAMÍLIA 165G;7,99;11,49;Ativo
4601;7891000092606;CHOCOLATE LOLLO NESTLE 28G;1,63;2,49;Ativo
5128;7891000326442;CHOCOLATE NESCAU 90G;4,79;7,49;Ativo
8240;7891330019328;CHOCOLATE NEUGEBAUER AO LEITE 80G;3,45;4,99;Ativo
8241;7891330019311;CHOCOLATE NEUGEBAUER CARAMELO 80G;3,29;4,99;Ativo
2148;7891000460214;CHOCOLATE PRESTÍGIO 33G;2,17;3,99;Ativo
6062;7891000364918;CHOCOLATE PRESTÍGIO MORANGO 33G;1,49;2,25;Ativo
5788;7622210674401;CHOCOLATE SHOT LACTA 80G;6,85;10,99;Ativo
196;2528;CHOCOLATE SUFLAIR 50G;2,77;3,99;Ativo
2947;7891000107836;CHOCOLATE SUFLAIR 50G;4,53;6,99;Ativo
4478;7896423424157;CHOCOLATE TWIX 15G;1,08;1,99;Ativo
3588;7896423471007;CHOCOLATE TWIX 40G;2,99;4,99;Ativo
5516;7896045110582;CHOCOLATTO 3 CORAÇÕES 370G;5,13;7,99;Ativo
6238;7896005804391;CHOCOLATTO 3 CORACOES R/300G;5,74;8,29;Ativo
6201;7891962053981;CHOCOLOMBA BAUDUCCO GOTAS/CHOCOLATE 700G;31,99;38,99;Ativo
8055;7891962074689;CHOCOLOMBA M&M´S BAUDUCCO 80G;5,00;8,99;Ativo
9605;7898331012570;CHOCOMOUSSE EX.CREMOSO FLEISCHMANN 390G;6,99;10,49;Ativo
1685;7891962012735;CHOCOTONE BAUDUCCO 500G;18,98;24,99;Ativo
10731;7891962055312;CHOCOTTONE BAUDUCCO 908G;28,79;28,79;Ativo
12140;7896024760814;CHOCOWAFER PIRAQUE  BRANCO 100,8G;3,99;4,49;Ativo
5196;7898942055683;CHOPP BELLA ROMA DRAFT 473ML;5,25;7,99;Ativo
9519;7896494203316;CHOPP DE VINHO DRAFT LT 350ML;4,99;6,99;Ativo
19;17;CHUCHU KG;4,38;6,49;Ativo
1623;7898908237375;CHUP. CRISTAL BICO ORTO MURANO;2,90;4,49;Ativo
1624;7898908237412;CHUP. SILICON BICO ORTO MURANO;1,68;2,99;Ativo
3346;7896202892184;CHUPÃO DOCE DE LEITE 60GR;1,22;1,99;Ativo
7435;7896492200577;CHUPAO ROSSETO 50G;1,10;1,60;Ativo
9974;7896699033466;CHUPETA 100% SILICONE LOLLY N2 AZUL;14,99;24,99;Ativo
9973;7896699033442;CHUPETA 100% SILICONE LOLLY N2 ROSA;14,99;24,99;Ativo
3530;7898908237382;CHUPETA CRISTAL SILICONE REDONDO;2,90;4,49;Ativo
4151;7898557241655;CHUPETA MURANO CRISTAL PLUS TAM 2;2,70;4,49;Ativo
7868;7898908237337;CHUPETA MURANO ORTO TAM 2;2,70;3,99;Ativo
9922;7898557241662;CHUPETA MURANO PLUS TAM 2;2,70;4,49;Ativo
7869;7898908237344;CHUPETA MURANO REDONDO TAM 2;2,70;3,99;Ativo
3523;7898908237351;CHUPETA RN SILICONE ORTO MURANO;2,60;3,49;Ativo
3540;7898908237368;CHUPETA RN SILICONE REDONDO;2,60;4,99;Ativo
5181;7898966308017;CHURRITOS VIEIRA 23G;1,22;1,99;Ativo
594;9709;CHURROS CESTINHAS RECHEADO UN;5,10;8,99;Ativo
6961;7896451862686;CHUV.MAX BANHO LORENZETI 5500W 220V;68,10;95,99;Ativo
2137;7896451844859;CHUVEIRO BELLA DUCHA 4T;61,41;85,99;Ativo
2710;7891071401208;CHUVEIRO HIDRA GORDUCHA 5400W;33,16;48,99;Ativo
5010;7891071141203;CHUVEIRO HYDRA 3T 5350W 220V;27,34;41,99;Ativo
10745;7896451862679;CHUVEIRO LORENZETTI 220V C/CANO;68,10;101,99;Ativo
3971;7896451824790;CHUVEIRO MAXI DUCHA 4600W;59,75;89,99;Ativo
3177;7896451824806;CHUVEIRO MAXI DUCHA 5500W;59,75;83,99;Ativo
2980;7896036095119;CICA POMODORO POLPA DE TOMATE 520G;0,00;4,69;Ativo
10229;7891150062153;CIF CREMOSO 450ML;9,64;14,99;Ativo
12173;7891150090750;CIF DERRETE GORDURA 450ML;9,95;15,99;Ativo
